Num_Acc,annee,mois,jour,hrmn,éclairage,agglomeration,intersection,meteo,collision,commune,adresse,lat,long,departement,categorie_route,circulation,nombre_voies,voie_speciale,denivele,plan,largeur_terplein_central,largeur_route,surface,infra,situation,sens_circulation,obstacle_fixe,obstacle_mobile,sens_choc,manoeuvre,num_veh,place,gravite,sexe,trajet,localisation_pieton,action_pieton,annee_naissance,secu1,vitesse_max,secu2,secu3,motorisation,heure,date,age
201700001640,2017,6,22,23:25:00,Nuit sans éclairage public,Hors agglomération,Hors intersection,Normale,Trois véhicules et plus - collisions multiples,366,Lieu-dit La Tour,43.46177,1.50758,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,60.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Aucun,Aucun,A contresens,D,1,Indemne,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,2005.0,Gilet réfléchissant,,Non renseigné,Non renseigné,Non renseigné,23,2017-06-22,12.0
201700001640,2017,6,22,23:25:00,Nuit sans éclairage public,Hors agglomération,Hors intersection,Normale,Trois véhicules et plus - collisions multiples,366,Lieu-dit La Tour,43.46177,1.50758,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,60.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Côté droit,A contresens,E,1,Indemne,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1984.0,Gilet réfléchissant,,Non renseigné,Non renseigné,Non renseigné,23,2017-06-22,33.0
201700016227,2017,8,8,07:00:00,Plein jour,Hors agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,232,route de launac,43.76541,1.25525,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1963.0,Casque,,Non renseigné,Non renseigné,Non renseigné,7,2017-08-08,54.0
201700016267,2017,10,3,06:50:00,Crépuscule ou aube,Hors agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,399,ROUTE DE LONGAGES,43.35575,1.26971,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,50.0,Mouillée,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Arrière,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1996.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,6,2017-10-03,21.0
201700016270,2017,3,21,18:05:00,Plein jour,En agglomération,Intersection en T,Normale,Autre collision,135,6 rue louis blanc,43.20697,1.08726,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Sommet de côte,Plat,0.0,1,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Piéton,Avant,Tournant à droite,A,1,Indemne,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1983.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,18,2017-03-21,34.0
201700016270,2017,3,21,18:05:00,Plein jour,En agglomération,Intersection en T,Normale,Autre collision,135,6 rue louis blanc,43.20697,1.08726,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Sommet de côte,Plat,0.0,1,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Piéton,Avant,Tournant à droite,A,3,Blessé hospitalisé,Féminin,Promenade - loisirs,A + 50 m du passage piéton,Masqué,1928.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,18,2017-03-21,89.0
201700016272,2017,8,13,14:00:00,Plein jour,Hors agglomération,Hors intersection,Normale,Sans collision,349,impasse de la tuilerie,43.26043,1.02441,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Pente,Pente,0.0,34.0,Autre,Aucun,Sur accotement,PK ou PR ou numéro d’adresse postale croissant,Arbre,Aucun,Chocs multiples (tonneaux),Tournant à gauche,A,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1952.0,Casque,,Non renseigné,Non renseigné,Non renseigné,14,2017-08-13,65.0
201700016280,2017,3,2,13:50:00,Plein jour,Hors agglomération,Giratoire,Normale,Deux véhicules – par le coté,188,carrefour des CD 37/65 e,43.55668,1.18,31,Route Départementale,Avec voies d’affectation variable,2.0,Sans objet,Plat,Non renseigné,6.0,15.0,Normale,Non renseigné,Non renseigné,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière droit,Tournant à gauche,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1972.0,Casque,,Non renseigné,Non renseigné,Non renseigné,13,2017-03-02,45.0
201700016296,2017,4,8,11:15:00,Plein jour,En agglomération,Hors intersection,Normale,Sans collision,539,RD34b,43.14783,0.5473,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,35.0,Normale,Aucun,Sur accotement,PK ou PR ou numéro d’adresse postale décroissant,Autre obstacle fixe sur trottoir ou accotement,Animal domestique,Aucun,Sans changement de direction,A,1,Tué,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1938.0,Gilet réfléchissant,,Non renseigné,Non renseigné,Non renseigné,11,2017-04-08,79.0
201700016303,2017,8,12,18:30:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,31,D 817,43.09503,0.58927,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Sommet de côte,Plat,0.0,35.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1960.0,Casque,,Non renseigné,Non renseigné,Non renseigné,18,2017-08-12,57.0
201700016311,2017,4,13,14:50:00,Plein jour,Hors agglomération,Hors intersection,Normale,Deux véhicules – par le coté,177,RN 125,42.92472,0.68083,31,Route nationale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,69.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Côté gauche,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1959.0,Casque,,Non renseigné,Non renseigné,Non renseigné,14,2017-04-13,58.0
201700016313,2017,6,8,10:10:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,17,RN 125,42.88299,0.71571,31,Route nationale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,56.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé hospitalisé,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1975.0,Casque,,Non renseigné,Non renseigné,Non renseigné,10,2017-06-08,42.0
201700016352,2017,1,2,09:30:00,Plein jour,En agglomération,Intersection en T,Brouillard - fumée,Deux véhicules – par le coté,451,10 chemin des vignes,43.44756,1.99667,31,Voie Communale,Bidirectionnelle,1.0,Sans objet,Non renseigné,Plat,0.0,1,Mouillée,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Côté droit,Tournant à droite,A,1,Blessé léger,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,2000.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,9,2017-01-02,17.0
201700016359,2017,6,11,19:40:00,Plein jour,Hors agglomération,Hors intersection,Normale,Deux véhicules – par le coté,571,départementale D11,43.58887,1.76799,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Non renseigné,7.0,415.0,Normale,Aucun,Aucun,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant,Inconnue,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1970.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,19,2017-06-11,47.0
201700016360,2017,6,12,14:00:00,Plein jour,Hors agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,451,En Geysse,43.49886,2.04564,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Pente,Sommet de côte,0.0,78.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1949.0,Casque,,Non renseigné,Non renseigné,Non renseigné,14,2017-06-12,68.0
201700016364,2017,10,4,17:20:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,451,rue eugene delacroix-Rou,43.46262,1.99769,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Non renseigné,0.0,10.0,Normale,Non renseigné,Non renseigné,Inconnu,Sans objet,Véhicule,Avant,Traversant la chaussée,B,1,Blessé hospitalisé,Masculin,Courses - achats,Sans objet,Non renseigné ou sans objet,2004.0,Casque,,Non renseigné,Non renseigné,Non renseigné,17,2017-10-04,13.0
201700019758,2017,8,22,08:45:00,Plein jour,En agglomération,Giratoire,Normale,Deux véhicules – par le coté,150,AVENUE LATECOERE,43.64688,1.33592,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Non renseigné,0.0,15.0,Normale,Non renseigné,Non renseigné,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Avant gauche,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1964.0,Casque,,Non renseigné,Non renseigné,Non renseigné,8,2017-08-22,53.0
201700019759,2017,9,13,07:40:00,Crépuscule ou aube,En agglomération,Intersection en X,Normale,Deux véhicules – par le coté,150,chemin testete,43.6451,1.33475,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Pente,Non renseigné,7.0,10.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Avant,Manœuvre d’évitement,B,1,Blessé hospitalisé,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1973.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,7,2017-09-13,44.0
201700020873,2017,8,24,17:50:00,Plein jour,En agglomération,Intersection en X,Normale,Deux véhicules - frontale,588,34 boulevard des Pyrénée,43.52626,1.33517,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Non renseigné,17.0,815.0,Enneigée,Non renseigné,Non renseigné,Inconnu,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1950.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,17,2017-08-24,67.0
201700024459,2017,9,5,07:58:00,Plein jour,En agglomération,Giratoire,Normale,Deux véhicules – par le coté,483,"01, POMPIDOU GEORGES ( R",43.11286,0.72089,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Sommet de côte,0.0,70.0,Normale,Carrefour aménagé,Sur chaussée,Inconnu,Sans objet,Véhicule,Côté droit,En s’insérant,B,1,Blessé léger,Féminin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1966.0,Casque,,Non renseigné,Non renseigné,Non renseigné,7,2017-09-05,51.0
201700024513,2017,1,15,00:08:00,Nuit avec éclairage public allumé,En agglomération,Hors intersection,Normale,Deux véhicules - frontale,555,"999, BD DE LA MARNE",43.5816,1.4627,31,Voie Communale,Bidirectionnelle,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé léger,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1992.0,Autre,,Non renseigné,Non renseigné,Non renseigné,0,2017-01-15,25.0
201700024514,2017,1,16,09:05:00,Plein jour,En agglomération,Giratoire,Pluie légère,Deux véhicules – par le coté,149,"999, FONTAINE LUMINEUSE",43.60924,1.35253,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,56.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Côté droit,Sans changement de direction,B,1,Blessé léger,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1992.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,9,2017-01-16,25.0
201700024519,2017,1,19,15:30:00,Plein jour,En agglomération,Intersection en T,Normale,Deux véhicules - frontale,555,"999, RUE DU FAUBOURG BON",43.61602,1.45321,31,Route Départementale,Bidirectionnelle,3.0,Piste cyclable,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé léger,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1973.0,Gilet réfléchissant,,Non renseigné,Non renseigné,Non renseigné,15,2017-01-19,44.0
201700024519,2017,1,19,15:30:00,Plein jour,En agglomération,Intersection en T,Normale,Deux véhicules - frontale,555,"999, RUE DU FAUBOURG BON",43.61602,1.45321,31,Route Départementale,Bidirectionnelle,3.0,Piste cyclable,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Avant,Sans changement de direction,B,2,Blessé léger,Féminin,Domicile - école,Sans objet,Non renseigné ou sans objet,2008.0,Gilet réfléchissant,,Non renseigné,Non renseigné,Non renseigné,15,2017-01-19,9.0
201700024525,2017,1,21,23:56:00,Nuit avec éclairage public allumé,En agglomération,Intersection en X,Normale,Deux véhicules – par le coté,555,"999, AV DES MINIMES",43.6162,1.43709,31,Route Départementale,Bidirectionnelle,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Côté droit,Tournant à gauche,B,1,Blessé hospitalisé,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1993.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,23,2017-01-21,24.0
201700024529,2017,1,24,17:20:00,Crépuscule ou aube,En agglomération,Intersection en T,Normale,Deux véhicules - frontale,149,"999, COLLONGUES (RUE ETI",43.59705,1.32785,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Sommet de côte,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Avant,Traversant la chaussée,B,1,Blessé léger,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1960.0,Casque,,Non renseigné,Non renseigné,Non renseigné,17,2017-01-24,57.0
201700024538,2017,1,31,07:50:00,Crépuscule ou aube,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,555,"153, AV DE LARDENNE",43.59288,1.38932,31,Route Départementale,Bidirectionnelle,2.0,Piste cyclable,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Aucun,Sans changement de direction,B,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1956.0,Casque,,Non renseigné,Non renseigné,Non renseigné,7,2017-01-31,61.0
201700024543,2017,2,3,08:30:00,Plein jour,En agglomération,Hors intersection,Pluie légère,Deux véhicules – par le coté,555,"25, RUE DU LANGUEDOC",43.59723,1.44553,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Mouillée,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Aucun,Inconnue,A,1,Blessé léger,Masculin,Domicile - travail,Sans objet,Non renseigné ou sans objet,1961.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,8,2017-02-03,56.0
201700024547,2017,2,4,03:00:00,Nuit sans éclairage public,En agglomération,Intersection en X,Normale,Deux véhicules – par le coté,555,"999, RUE GABRIEL PERI",43.60568,1.45112,31,Voie Communale,A sens unique,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant droit,Tournant à droite,B,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1995.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,3,2017-02-04,22.0
201700024550,2017,2,6,14:45:00,Plein jour,En agglomération,Hors intersection,Normale,Sans collision,555,"6, CHE DE LA TERRASSE",43.57758,1.49042,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Pente,Bas de côte,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Aucun,Aucun,Sans changement de direction,A,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1950.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,14,2017-02-06,67.0
201700024629,2017,3,28,07:10:00,Crépuscule ou aube,En agglomération,Hors intersection,Normale,Deux véhicules - frontale,555,"75, AV DE GRANDE BRETAGN",43.59917,1.41676,31,Route nationale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé hospitalisé,Masculin,Domicile - école,Sans objet,Non renseigné ou sans objet,1994.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,7,2017-03-28,23.0
201700024632,2017,3,28,16:20:00,Plein jour,En agglomération,Giratoire,Normale,Deux véhicules – par le coté,149,"999, RD POINT DE LA MEDI",43.6129,1.33184,31,Voie Communale,A sens unique,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière,Sans changement de direction,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1959.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,16,2017-03-28,58.0
201700024635,2017,3,29,07:20:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,555,"999, RTE D AGDE",43.62674,1.47737,31,Route Départementale,Bidirectionnelle,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Sans objet,Aucun,Aucun,Inconnue,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1966.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,7,2017-03-29,51.0
201700024637,2017,3,29,17:45:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,555,"270, AV DE MURET",43.59045,1.43282,31,Voie Communale,A chaussées séparées,2.0,Piste cyclable,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Aucun,Sans changement de direction,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1960.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,17,2017-03-29,57.0
201700024638,2017,3,29,18:00:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules - frontale,555,"19, CHE D AUDIBERT",43.63669,1.44087,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé léger,Féminin,Non renseigné,Sans objet,Non renseigné ou sans objet,1977.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,18,2017-03-29,40.0
201700024646,2017,4,1,22:23:00,Nuit avec éclairage public allumé,En agglomération,Hors intersection,Pluie légère,Deux véhicules – par le coté,555,"999, ALL CHARLES DE FITT",43.59948,1.42951,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Mouillée,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Avant,En s’insérant,A,1,Blessé léger,Féminin,Non renseigné,Sans objet,Non renseigné ou sans objet,1973.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,22,2017-04-01,44.0
201700024648,2017,3,31,16:35:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,149,"999, BD GENERAL DE GAULL",43.60962,1.3278,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Aucun,Traversant la chaussée,B,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1944.0,Casque,,Non renseigné,Non renseigné,Non renseigné,16,2017-03-31,73.0
201700024650,2017,4,4,08:05:00,Plein jour,Hors agglomération,Giratoire,Normale,Deux véhicules – par le coté,555,"999, ALL JEAN GRIFFON",43.55878,1.4961,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant droit,Sans changement de direction,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1987.0,Casque,,Non renseigné,Non renseigné,Non renseigné,8,2017-04-04,30.0
201700024656,2017,4,8,01:45:00,Nuit avec éclairage public allumé,En agglomération,Hors intersection,Normale,Autre collision,555,"54, AV DE LA GLOIRE",43.60607,1.46204,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Pente,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale décroissant,Véhicule en stationnement,Aucun,Côté droit,Sans changement de direction,A,1,Blessé léger,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1996.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,1,2017-04-08,21.0
201700024671,2017,4,14,12:34:00,Plein jour,En agglomération,Giratoire,Normale,Deux véhicules – par le coté,557,"999, AV JEAN JAURES",43.5885,1.35889,31,Route Départementale,Bidirectionnelle,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant droit,Sans changement de direction,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1962.0,Autre,,Non renseigné,Non renseigné,Non renseigné,12,2017-04-14,55.0
201700024672,2017,4,14,14:30:00,Plein jour,En agglomération,Intersection en T,Normale,Deux véhicules – par le coté,69,"999, GRENADE (ROUTE DE)",43.6343,1.39125,31,Route Départementale,Bidirectionnelle,3.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant,Sans changement de direction,A,1,Blessé hospitalisé,Masculin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1996.0,Autre,,Non renseigné,Non renseigné,Non renseigné,14,2017-04-14,21.0
201700024685,2017,4,27,17:27:00,Plein jour,En agglomération,Intersection en X,Normale,Deux véhicules – par le coté,555,"999, RUE PIERRE PAUL RIQ",43.60741,1.45387,31,Voie Communale,A sens unique,1.0,Piste cyclable,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Côté droit,Sans changement de direction,B,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1990.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,17,2017-04-27,27.0
201700024690,2017,5,1,16:00:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules - frontale,555,"149, RUE DU FAUBOURG BON",43.6217,1.45803,31,Route Départementale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Avant,Sans changement de direction,A,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,1984.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,16,2017-05-01,33.0
201700024713,2017,5,13,16:00:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,555,"999, BD DE STRASBOURG",43.60805,1.44626,31,Voie Communale,Bidirectionnelle,3.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Avant,Sans changement de direction,B,1,Blessé léger,Masculin,Autre,Sans objet,Non renseigné ou sans objet,1970.0,Casque,,Non renseigné,Non renseigné,Non renseigné,16,2017-05-13,47.0
201700024740,2017,5,26,08:15:00,Plein jour,En agglomération,Intersection en T,Temps éblouissant,Deux véhicules – par le coté,555,"999, AV DE LARDENNE",43.59021,1.36803,31,Route Départementale,Bidirectionnelle,3.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Chocs multiples (tonneaux),Sans changement de direction,B,1,Blessé hospitalisé,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1951.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,8,2017-05-26,66.0
201700024745,2017,5,28,19:50:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules - frontale,555,"999, RUE JACQUES DECOMBL",43.62687,1.45402,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Pente,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Aucun,Aucun,Inconnue,B,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,2015.0,Autre,,Non renseigné,Non renseigné,Non renseigné,19,2017-05-28,2.0
201700024747,2017,5,29,16:05:00,Plein jour,En agglomération,Intersection en T,Normale,Deux véhicules – par le coté,557,"999, GAY (BD JEAN)",43.57619,1.31464,31,Voie Communale,Bidirectionnelle,2.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,Inconnu,Sans objet,Véhicule,Chocs multiples (tonneaux),Sans changement de direction,B,1,Blessé léger,Masculin,Non renseigné,Sans objet,Non renseigné ou sans objet,2001.0,Non renseigné,,Non renseigné,Non renseigné,Non renseigné,16,2017-05-29,16.0
201700024771,2017,6,9,12:20:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par l’arrière,555,"38, ALL CHARLES DE FITTE",43.59601,1.43234,31,Voie Communale,A chaussées séparées,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Arrière,Changeant de file à gauche,B,1,Blessé léger,Féminin,Promenade - loisirs,Sans objet,Non renseigné ou sans objet,1982.0,Autre,,Non renseigné,Non renseigné,Non renseigné,12,2017-06-09,35.0
201700024773,2017,6,13,07:50:00,Plein jour,En agglomération,Hors intersection,Normale,Deux véhicules – par le coté,149,"999, TOURNEFEUILLE (AVEN",43.60241,1.35072,31,Voie Communale,Bidirectionnelle,0.0,Sans objet,Plat,Plat,0.0,0.0,Normale,Aucun,Sur chaussée,PK ou PR ou numéro d’adresse postale croissant,Sans objet,Véhicule,Côté gauche,Changeant de file à gauche,B,1,Blessé léger,Féminin,Domicile - école,Sans objet,Non renseigné ou sans objet,1997.0,Autre,,Non renseigné,Non renseigné,Non renseigné,7,2017-06-13,20.0
